Date,Ticker,Open Price,Close Price,High Price,Low Price,Volume Traded,Market Cap,PE Ratio,Dividend Yield,EPS,52 Week High,52 Week Low,Sector
28-10-2025,KAS,120.39,120.28,121.58,119.02,7336140,1474291860.85,33.43,1.55,3.6,135.92,92.62,Technology
28-10-2025,ABD,129.94,130.08,132.23,126.37,7294536,1903875440.73,9.16,2.87,14.2,137.88,100.16,Healthcare
28-10-2025,JCI,173.60,175.25,177.49,173.09,3315063,2387763100.17,18.83,2.33,9.31,210.3,154.22,Energy
28-10-2025,MBI,46.38,46.69,49.60,45.12,9385879,596303517.61,28.58,1.84,1.63,54.16,36.89,Industrials
28-10-2025,BDE,122.18,124.18,125.76,120.35,4296686,1336411712.78,37.71,0.30,3.29,135.36,122.94,Consumer Staples
28-10-2025,IOU,88.20,87.55,88.48,83.50,17967381,461331907.33,20.57,2.78,4.26,97.18,87.55,Materials
28-10-2025,KEL,212.09,211.40,215.16,207.84,18557544,2305994902.78,18.74,0.10,11.28,249.45,207.17,Real Estate
28-10-2025,HJH,43.10,41.46,44.75,41.34,19665296,295026805.66,33.41,0.38,1.24,47.68,37.73,Utilities
28-10-2025,GII,219.42,218.28,219.82,215.92,6601619,2586600804.78,23.93,2.20,9.12,261.94,196.45,Financials
28-10-2025,IYT,195.53,199.01,199.08,193.95,4194744,1814839331.34,10.73,1.99,18.55,216.92,143.29,Communication Services
29-10-2025,KAS,114.53,113.66,114.94,111.74,12410090,811531327.99,21.69,2.98,5.24,114.8,85.25,Technology
29-10-2025,ABD,129.56,129.46,131.91,128.63,14393635,1411713358.31,18.97,0.03,6.82,145,124.28,Healthcare
29-10-2025,JCI,159.01,158.94,161.16,155.94,17812317,1249013814.42,25.83,0.63,6.15,181.19,128.74,Energy
29-10-2025,MBI,48.22,48.25,48.55,47.17,587999,711203217,29.41,2.16,1.64,56.45,35.7,Industrials
29-10-2025,BDE,115.06,118.35,118.84,112.22,8374848,917401354.97,28.91,0.60,4.09,132.55,95.86,Consumer Staples
29-10-2025,IOU,102.37,103.34,105.77,97.91,1190124,842783784.04,36.96,0.97,2.8,124.01,88.87,Materials
29-10-2025,KEL,195.13,193.28,196.34,192.31,17336235,2640909320.32,38.54,0.63,5.02,210.68,177.82,Real Estate
29-10-2025,HJH,35.04,34.53,36.67,31.52,12664606,472686452.74,8.36,2.57,4.13,40.05,33.84,Utilities
29-10-2025,GII,214.70,213.09,217.15,211.50,14330293,2291778752.38,15.97,0.66,13.34,225.88,153.42,Financials
29-10-2025,IYT,181.37,181.11,185.15,179.43,6551806,1274965856.45,9.63,1.64,18.81,202.84,177.49,Communication Services
30-10-2025,KAS,117.75,121.34,121.67,114.46,17103568,1027567033.84,18.14,2.10,6.69,140.75,91,Technology
30-10-2025,ABD,125.80,127.71,128.86,121.03,2157984,1389796264.22,25.14,2.49,5.08,149.42,120.05,Healthcare
30-10-2025,JCI,170.59,171.76,173.61,168.05,12818040,2033169671.04,18.09,0.57,9.49,185.5,132.26,Energy
30-10-2025,MBI,52.09,50.78,56.64,49.98,11084864,419902654.51,30.33,1.25,1.67,54.33,44.69,Industrials
30-10-2025,BDE,124.12,124.55,125.07,123.01,3917882,1016302705.17,36.44,0.72,3.42,128.29,120.81,Consumer Staples
30-10-2025,IOU,100.13,100.43,101.96,97.35,4126669,1158118939.19,11.11,1.27,9.04,102.44,89.38,Materials
30-10-2025,KEL,200.62,201.22,201.63,199.74,14866914,1883094415.38,26.14,0.40,7.7,213.29,199.21,Real Estate
30-10-2025,HJH,37.80,40.07,40.45,36.01,6372389,500525636.06,25.16,2.82,1.59,46.08,29.25,Utilities
30-10-2025,GII,212.61,212.36,213.03,210.72,1278773,1880496275.2,27.57,2.93,7.7,225.1,172.01,Financials
30-10-2025,IYT,189.32,186.48,190.26,185.75,14129849,2539075583.8,24.48,0.46,7.62,223.78,134.27,Communication Services
31-10-2025,KAS,114.55,113.44,115.23,111.39,4770447,1539552523.28,21.00,1.19,5.4,114.57,80.54,Technology
31-10-2025,ABD,115.09,117.39,118.12,112.98,17819187,1677713149.67,17.74,1.03,6.62,133.82,93.91,Healthcare
31-10-2025,JCI,159.49,157.41,161.92,157.41,16569521,2139997297.01,9.65,2.12,16.31,174.73,147.97,Energy
31-10-2025,MBI,45.38,45.48,48.01,42.58,13264218,526113767.35,39.48,0.21,1.15,51.85,41.84,Industrials
31-10-2025,BDE,117.35,117.38,117.78,117.30,18376609,1049686732.87,26.63,1.67,4.41,124.42,100.95,Consumer Staples
31-10-2025,IOU,98.24,100.43,102.20,94.61,4925552,1206879290.64,17.23,0.58,5.83,116.5,78.34,Materials
31-10-2025,KEL,210.15,211.33,215.15,209.19,12124621,2376936319.78,37.18,0.47,5.68,221.9,164.84,Real Estate
31-10-2025,HJH,46.45,47.12,49.82,44.35,10949818,625289086.67,14.88,0.11,3.17,49.48,35.81,Utilities
31-10-2025,GII,213.18,211.08,215.12,210.47,10021086,3079803291.47,20.50,0.68,10.3,213.19,151.98,Financials
31-10-2025,IYT,180.75,179.33,184.83,178.61,11883424,1864999439.16,39.01,0.23,4.6,190.09,145.26,Communication Services
01-11-2025,KAS,120.12,118.68,124.09,118.52,5467748,1448785927.39,16.21,2.12,7.32,137.67,89.01,Technology
01-11-2025,ABD,129.67,131.60,133.53,125.43,15121670,1051832334.63,24.83,1.64,5.3,139.5,119.76,Healthcare
01-11-2025,JCI,167.00,169.53,171.39,165.57,10973489,2355592461.78,34.23,1.59,4.95,200.05,159.36,Energy
01-11-2025,MBI,46.27,43.86,48.60,42.05,19986457,229413354.54,17.76,1.45,2.47,45.18,33.77,Industrials
01-11-2025,BDE,116.34,112.59,119.93,112.40,3266237,1596450452.97,28.49,0.52,3.95,127.23,87.82,Consumer Staples
01-11-2025,IOU,93.39,91.47,94.96,88.39,1268398,862105623.31,21.74,0.29,4.21,108.85,66.77,Materials
01-11-2025,KEL,209.95,212.99,213.08,205.08,19239666,3037818050.4,21.73,0.57,9.8,247.07,166.13,Real Estate
01-11-2025,HJH,33.29,33.19,33.92,32.81,3360539,386111106.94,35.96,0.06,0.92,33.52,28.88,Utilities
01-11-2025,GII,225.80,222.22,227.99,220.98,11768786,1631040295.17,13.44,1.75,16.53,262.22,171.11,Financials
01-11-2025,IYT,186.34,184.84,189.18,184.40,1799797,1664182738.45,33.19,2.91,5.57,186.69,175.6,Communication Services
02-11-2025,KAS,126.37,123.65,126.78,122.12,6133972,1450865920.94,14.26,2.14,8.67,137.25,89.03,Technology
02-11-2025,ABD,122.47,123.30,123.82,120.67,11501933,1033176622.79,34.39,1.03,3.59,134.4,115.9,Healthcare
02-11-2025,JCI,176.14,175.48,179.44,173.63,9729646,1957918588.32,11.86,1.17,14.8,184.25,154.42,Energy
02-11-2025,MBI,54.68,56.12,56.33,50.34,19850373,696072630.57,26.49,2.53,2.12,56.12,47.14,Industrials
02-11-2025,BDE,123.24,126.03,126.24,122.10,11283163,1505007311.8,9.00,1.79,14,132.33,100.82,Consumer Staples
02-11-2025,IOU,96.83,94.94,101.77,92.45,3702037,895073325.54,22.25,0.66,4.27,104.43,79.75,Materials
02-11-2025,KEL,204.80,203.11,206.41,201.29,2890982,1799417426.75,27.08,2.86,7.5,241.7,170.61,Real Estate
02-11-2025,HJH,39.56,37.49,39.98,35.09,13251560,438306397.82,36.05,1.83,1.04,38.99,31.87,Utilities
02-11-2025,GII,213.56,214.22,218.26,212.93,7435493,1928322914.42,13.10,1.20,16.35,252.78,186.37,Financials
02-11-2025,IYT,182.33,182.13,185.31,180.65,3810778,1771129205.32,37.65,2.95,4.84,187.59,173.02,Communication Services
03-11-2025,KAS,126.50,126.67,128.52,121.95,12543282,1431859114.28,25.80,0.96,4.91,152,106.4,Technology
03-11-2025,ABD,120.51,117.22,125.44,116.39,17724721,763270306.07,33.57,2.40,3.49,138.32,86.74,Healthcare
03-11-2025,JCI,177.81,177.65,179.95,174.21,10154809,2505818576.98,13.39,0.09,13.27,191.86,136.79,Energy
03-11-2025,MBI,58.33,58.13,61.44,57.04,2729146,760190211.29,12.19,0.70,4.77,67.43,52.9,Industrials
03-11-2025,BDE,113.47,112.65,116.92,110.86,16869082,1317567734.22,14.43,1.74,7.81,130.67,81.11,Consumer Staples
03-11-2025,IOU,104.75,104.75,104.91,103.94,19222027,1068441944,30.09,1.53,3.48,124.65,95.32,Materials
03-11-2025,KEL,209.45,210.84,211.66,207.88,14579132,1542692106.8,12.33,2.54,17.1,248.79,189.76,Real Estate
03-11-2025,HJH,39.53,40.21,43.73,36.27,19939958,265331213.11,22.68,2.49,1.77,45.04,34.18,Utilities
03-11-2025,GII,225.17,223.56,228.18,220.97,6182823,1317024222.26,16.92,1.43,13.21,257.09,210.15,Financials
03-11-2025,IYT,181.18,183.85,185.41,180.40,11516754,1638283772.7,39.01,1.23,4.71,185.69,147.08,Communication Services
04-11-2025,KAS,114.70,113.63,115.85,113.32,2720896,1661722494.81,9.31,0.74,12.21,134.08,80.68,Technology
04-11-2025,ABD,128.42,127.19,130.47,124.44,13259577,1487137471.69,20.30,0.96,6.27,133.55,91.58,Healthcare
04-11-2025,JCI,169.95,170.07,172.72,166.39,9029351,1601348961.95,33.82,2.53,5.03,178.57,151.36,Energy
04-11-2025,MBI,58.16,56.99,60.69,53.69,10304086,501685278.23,9.92,2.38,5.74,59.27,49.58,Industrials
04-11-2025,BDE,117.75,116.39,122.52,115.44,10787805,1030554141.32,11.39,0.52,10.22,117.55,95.44,Consumer Staples
04-11-2025,IOU,106.34,107.38,107.85,104.32,4456635,1410422300.64,32.54,0.29,3.3,118.12,96.64,Materials
04-11-2025,KEL,200.64,196.31,205.21,195.75,15525774,1967545741.48,33.85,2.38,5.8,200.24,182.57,Real Estate
04-11-2025,HJH,43.71,45.01,45.53,39.14,3443029,668851427.99,23.14,0.16,1.95,49.51,37.36,Utilities
04-11-2025,GII,215.96,213.05,217.29,212.87,18859352,2141959236.73,10.73,2.18,19.86,213.05,178.96,Financials
04-11-2025,IYT,186.80,186.54,189.08,186.19,10220790,1258459623.49,17.12,0.71,10.9,194,158.56,Communication Services
05-11-2025,KAS,131.92,131.42,135.06,128.71,12526767,783162078.98,31.41,2.81,4.18,144.56,115.65,Technology
05-11-2025,ABD,117.17,117.60,121.12,116.25,1754696,1690869632.86,38.71,0.32,3.04,119.95,109.37,Healthcare
05-11-2025,JCI,174.69,173.16,174.70,171.20,11099959,1511163224.01,15.08,2.63,11.48,197.4,164.5,Energy
05-11-2025,MBI,41.19,44.11,44.30,38.50,16403033,528899649.02,26.08,1.98,1.69,52.49,36.17,Industrials
05-11-2025,BDE,118.70,116.60,122.23,116.05,7901898,747288629.83,28.05,1.40,4.16,117.77,89.78,Consumer Staples
05-11-2025,IOU,92.49,95.17,97.23,92.47,11530065,838692384.08,9.45,2.18,10.07,114.2,78.04,Materials
05-11-2025,KEL,203.17,203.11,203.31,202.26,4518770,1401659546.52,27.27,0.01,7.45,231.55,152.33,Real Estate
05-11-2025,HJH,41.52,45.20,46.00,39.41,4587219,650522468.77,17.68,3.00,2.56,46.56,32.09,Utilities
05-11-2025,GII,218.78,219.06,219.17,218.11,12105934,2785851809.22,36.88,2.31,5.94,243.16,205.92,Financials
05-11-2025,IYT,194.94,195.67,196.00,194.14,15749673,2290249246,19.08,2.57,10.26,203.5,158.49,Communication Services
06-11-2025,KAS,129.94,128.64,130.46,127.54,15856796,650712911.37,10.01,2.95,12.85,146.65,114.49,Technology
06-11-2025,ABD,125.43,125.69,129.19,123.37,7990745,1391235404.13,36.73,2.94,3.42,131.97,111.86,Healthcare
06-11-2025,JCI,169.68,172.00,173.94,165.08,9140987,1075188757.44,33.93,1.44,5.07,187.48,165.12,Energy
06-11-2025,MBI,49.99,49.94,54.12,48.27,3317920,386399422.7,31.93,1.93,1.56,50.44,40.45,Industrials
06-11-2025,BDE,115.49,114.65,115.64,114.51,14074170,651426887.15,25.69,2.06,4.46,114.65,92.87,Consumer Staples
06-11-2025,IOU,104.42,105.19,109.33,103.06,14722467,703596459.1,33.83,0.79,3.11,124.12,83.1,Materials
06-11-2025,KEL,202.80,201.01,202.88,200.75,14984101,2783264164.67,26.65,2.72,7.54,227.14,150.76,Real Estate
06-11-2025,HJH,40.50,40.50,41.66,37.54,11005708,336078390.29,15.45,1.26,2.62,45.76,34.83,Utilities
06-11-2025,GII,228.23,230.44,230.77,227.38,5594664,1934569494.08,33.80,1.92,6.82,260.4,195.87,Financials
06-11-2025,IYT,178.97,175.00,179.59,174.26,11179979,1762959905.54,33.29,1.62,5.26,187.25,134.75,Communication Services
07-11-2025,KAS,124.44,125.65,127.74,121.20,15502709,1145307961.65,23.42,1.93,5.37,130.68,104.29,Technology
07-11-2025,ABD,111.55,111.91,112.60,110.39,16756540,1157682795.82,25.14,0.55,4.45,115.27,95.12,Healthcare
07-11-2025,JCI,160.02,157.85,164.84,157.69,13983723,2136099979.7,17.37,1.51,9.09,189.42,110.49,Energy
07-11-2025,MBI,40.86,43.26,45.21,40.83,1899317,327518971.82,15.96,2.45,2.71,48.45,40.66,Industrials
07-11-2025,BDE,114.11,115.79,118.91,109.17,16092150,778688084.96,19.13,2.91,6.05,134.32,105.37,Consumer Staples
07-11-2025,IOU,97.47,97.58,100.83,95.90,19442123,625439155.29,11.19,0.29,8.72,109.29,80.99,Materials
07-11-2025,KEL,211.33,212.85,215.57,211.01,1426467,2782493762.97,10.30,1.41,20.67,214.98,191.56,Real Estate
07-11-2025,HJH,28.71,24.84,31.86,24.11,1122192,189352373.2,11.65,1.34,2.13,28.07,23.1,Utilities
07-11-2025,GII,219.88,220.10,222.89,215.50,17284328,2849965234.22,38.60,2.89,5.7,244.31,191.49,Financials
07-11-2025,IYT,179.55,177.88,180.54,175.70,12712773,976322449.64,8.73,1.79,20.38,197.45,144.08,Communication Services
08-11-2025,KAS,131.21,132.92,133.18,130.39,15469558,679242193.82,37.40,0.47,3.55,139.57,122.29,Technology
08-11-2025,ABD,112.59,114.07,114.77,109.99,4082217,1064382884.21,20.68,1.90,5.52,123.2,91.26,Healthcare
08-11-2025,JCI,164.79,164.70,169.19,161.14,13779763,2317665279.39,22.02,2.49,7.48,177.88,138.35,Energy
08-11-2025,MBI,43.08,42.60,44.95,41.00,16947826,314528458.45,36.68,2.68,1.16,45.58,34.93,Industrials
08-11-2025,BDE,109.42,108.28,109.65,106.85,12855166,1408913956.92,36.41,0.15,2.97,118.03,76.88,Consumer Staples
08-11-2025,IOU,93.47,93.04,98.41,92.58,18804000,1015870195.58,17.20,2.34,5.41,105.14,69.78,Materials
08-11-2025,KEL,206.59,202.74,208.43,202.00,14037312,1953397252.51,17.76,2.37,11.42,220.99,166.25,Real Estate
08-11-2025,HJH,35.18,33.24,36.72,32.48,14700127,237439538.57,38.51,1.30,0.86,38.23,32.91,Utilities
08-11-2025,GII,209.80,211.31,212.43,205.64,19200771,3168010343.86,35.71,2.20,5.92,230.33,202.86,Financials
08-11-2025,IYT,188.23,184.95,189.02,184.32,8808198,1304823912.4,34.82,2.54,5.31,205.29,162.76,Communication Services
09-11-2025,KAS,118.97,122.44,122.83,118.67,13402590,770170653.58,9.52,2.90,12.86,133.46,97.95,Technology
09-11-2025,ABD,112.77,111.15,113.04,110.28,2048841,1562787389.69,37.80,1.31,2.94,128.93,93.37,Healthcare
09-11-2025,JCI,173.21,170.06,175.23,170.02,13197878,2161823781.95,12.90,2.62,13.18,185.37,132.65,Energy
09-11-2025,MBI,44.87,46.41,48.52,43.56,14782320,513955685.14,16.79,2.46,2.76,48.27,45.48,Industrials
09-11-2025,BDE,119.22,118.25,119.29,117.89,3244998,1237533142.93,20.69,2.51,5.72,125.35,100.51,Consumer Staples
09-11-2025,IOU,106.81,103.01,109.22,102.06,13923931,781635837.02,8.63,2.65,11.94,105.07,83.44,Materials
09-11-2025,KEL,198.39,199.06,200.60,195.94,18580873,1239394546.89,39.69,0.63,5.02,222.95,183.14,Real Estate
09-11-2025,HJH,37.61,38.80,41.03,35.74,14736314,548586674.9,37.90,2.25,1.02,45.01,29.88,Utilities
09-11-2025,GII,227.23,227.93,230.48,225.62,14429512,2187446827.16,20.69,2.70,11.02,257.56,211.97,Financials
09-11-2025,IYT,178.03,178.02,182.71,175.48,6760397,2485104907.37,36.97,0.38,4.82,194.04,167.34,Communication Services
10-11-2025,KAS,114.33,114.31,116.53,109.85,2492596,779623493.28,13.58,0.07,8.42,124.6,112.02,Technology
10-11-2025,ABD,123.55,120.50,125.16,120.48,17509714,628780520.18,31.38,1.78,3.84,124.12,96.4,Healthcare
10-11-2025,JCI,176.02,175.05,180.17,172.86,1488634,2000778293.53,29.15,1.13,6.01,180.3,157.55,Energy
10-11-2025,MBI,42.04,41.58,45.38,40.95,17829935,463977127.35,14.98,1.07,2.78,41.58,34.1,Industrials
10-11-2025,BDE,109.21,109.80,110.07,105.86,16565118,661847862.14,33.99,0.54,3.23,126.27,101.02,Consumer Staples
10-11-2025,IOU,106.23,107.26,109.73,102.36,8754752,556910860.42,12.92,1.15,8.3,112.62,102.97,Materials
10-11-2025,KEL,205.95,208.35,209.47,203.19,3336836,1495401168.14,30.09,0.93,6.92,243.77,164.6,Real Estate
10-11-2025,HJH,44.11,40.82,46.77,39.74,10942073,541710288.99,17.86,1.42,2.29,40.82,38.78,Utilities
10-11-2025,GII,224.46,221.12,226.28,220.97,3868796,1963822474.86,8.34,2.13,26.51,238.81,170.26,Financials
10-11-2025,IYT,184.91,186.66,187.72,181.61,4363212,1714525301.65,32.86,0.63,5.68,188.53,160.53,Communication Services
11-11-2025,KAS,121.06,121.44,124.25,118.37,5446300,1391987391.39,36.79,2.20,3.3,125.08,86.22,Technology
11-11-2025,ABD,123.20,121.59,125.44,120.02,10111056,799495465.55,10.68,0.50,11.38,137.4,116.73,Healthcare
11-11-2025,JCI,176.95,175.33,178.74,174.71,2441002,2152823929.88,30.98,1.79,5.66,184.1,175.33,Energy
11-11-2025,MBI,42.54,43.72,47.41,40.85,1833345,397001106.53,31.05,2.10,1.41,43.72,40.22,Industrials
11-11-2025,BDE,116.29,116.82,117.92,115.73,18981200,1259166649.62,34.28,0.88,3.41,134.34,100.47,Consumer Staples
11-11-2025,IOU,90.40,90.88,92.18,86.83,7964676,1335214754.46,13.39,1.50,6.79,107.24,85.43,Materials
11-11-2025,KEL,197.02,195.33,199.05,195.03,10013081,1062199501.61,29.33,1.13,6.66,216.82,175.8,Real Estate
11-11-2025,HJH,30.91,30.76,32.45,29.74,18788536,349924723.69,15.69,0.58,1.96,30.76,21.53,Utilities
11-11-2025,GII,220.04,217.08,220.50,216.79,8866839,1665122872.73,13.78,2.49,15.75,221.42,173.66,Financials
11-11-2025,IYT,188.94,190.44,192.39,185.67,10886715,2479584947.97,19.50,1.18,9.77,213.29,163.78,Communication Services
12-11-2025,KAS,117.47,119.64,121.19,114.88,17105874,1215964118.09,33.54,0.77,3.57,132.8,107.68,Technology
12-11-2025,ABD,118.48,119.37,120.49,116.49,15102798,1348481935.24,12.96,2.05,9.21,122.95,87.14,Healthcare
12-11-2025,JCI,174.43,173.78,175.17,172.25,10407902,1695278878.04,17.69,2.16,9.82,198.11,125.12,Energy
12-11-2025,MBI,47.07,47.25,50.66,42.71,6412630,657554507.3,38.13,1.08,1.24,51.5,43.47,Industrials
12-11-2025,BDE,118.12,117.43,121.03,115.73,19479116,1556776067.51,23.47,2.75,5,123.3,90.42,Consumer Staples
12-11-2025,IOU,94.43,96.85,98.45,93.56,10999991,1332642857.23,11.10,1.57,8.73,104.6,76.51,Materials
12-11-2025,KEL,198.77,199.63,201.96,194.72,11840564,1077331113.34,34.10,1.03,5.85,205.62,161.7,Real Estate
12-11-2025,HJH,32.62,30.99,36.42,30.76,3712841,435153911.54,20.89,2.15,1.48,36.57,26.65,Utilities
12-11-2025,GII,210.74,210.68,211.34,207.70,9947820,1503215804.05,36.80,0.91,5.73,221.21,210.68,Financials
12-11-2025,IYT,190.95,191.69,195.76,187.01,16580623,1904825215.87,18.83,2.93,10.18,197.44,138.02,Communication Services
13-11-2025,KAS,121.30,123.50,125.55,117.28,2857636,1725761088.22,17.50,2.15,7.06,148.2,119.8,Technology
13-11-2025,ABD,125.62,125.49,126.60,125.37,3529933,1446266846.72,29.05,1.51,4.32,139.29,90.35,Healthcare
13-11-2025,JCI,164.94,164.26,166.26,163.43,17025963,2217210893.32,20.59,0.18,7.98,172.47,124.84,Energy
13-11-2025,MBI,52.68,53.87,54.47,52.39,5696849,353411473.77,35.96,0.50,1.5,57.1,46.33,Industrials
13-11-2025,BDE,112.73,112.86,113.25,111.99,2913783,1527660806.34,31.18,0.09,3.62,120.76,104.96,Consumer Staples
13-11-2025,IOU,91.79,90.00,95.94,89.59,1419026,854985927.48,39.59,1.49,2.27,90.9,81.9,Materials
13-11-2025,KEL,198.03,198.42,199.15,197.85,4473095,1715904912.85,11.54,2.82,17.19,226.2,172.63,Real Estate
13-11-2025,HJH,41.44,42.22,42.50,40.09,19331135,211729081.16,26.36,0.51,1.6,47.29,41.8,Utilities
13-11-2025,GII,229.36,231.50,234.27,227.26,15455156,2596759554.15,28.99,1.48,7.99,273.17,224.56,Financials
13-11-2025,IYT,196.05,195.96,199.79,195.37,6738876,2900020814.84,33.04,1.08,5.93,195.96,152.85,Communication Services
14-11-2025,KAS,115.34,115.28,116.23,114.62,661129,1332965232.34,38.54,0.15,2.99,117.59,99.14,Technology
14-11-2025,ABD,117.64,118.35,119.69,113.78,12162706,746979083.07,21.78,1.63,5.43,133.74,91.13,Healthcare
14-11-2025,JCI,167.64,164.98,169.21,163.48,8604986,1694740749.5,22.15,1.77,7.45,186.43,131.98,Energy
14-11-2025,MBI,60.63,61.97,63.88,58.74,19090807,717341181.33,37.48,2.10,1.65,66.93,47.72,Industrials
14-11-2025,BDE,116.53,112.43,116.62,112.29,15132731,1523894151.55,26.80,2.94,4.2,115.8,101.19,Consumer Staples
14-11-2025,IOU,103.06,105.48,106.33,99.42,14982888,755114589.2,24.39,1.26,4.32,105.48,103.37,Materials
14-11-2025,KEL,201.52,199.82,203.96,196.75,10177765,1159712152.04,35.45,0.10,5.64,231.79,153.86,Real Estate
14-11-2025,HJH,34.63,35.37,37.58,34.26,15549897,232915807.83,37.99,0.74,0.93,41.38,28.3,Utilities
14-11-2025,GII,210.34,212.03,214.53,207.89,7572246,1700244507.38,16.69,2.49,12.7,231.11,152.66,Financials
14-11-2025,IYT,184.82,180.03,187.71,179.93,12293593,2406427744.62,39.76,0.06,4.53,181.83,145.82,Communication Services
15-11-2025,KAS,126.27,125.93,127.48,125.69,15740132,1280856883.38,27.83,0.49,4.52,129.71,113.34,Technology
15-11-2025,ABD,129.44,132.81,133.31,126.08,16797809,1641044450.21,26.73,0.64,4.97,143.43,126.17,Healthcare
15-11-2025,JCI,169.73,169.81,170.69,167.71,2475386,1776227414.23,36.56,1.99,4.64,198.68,151.13,Energy
15-11-2025,MBI,43.23,42.70,43.81,41.73,19937714,367396068.94,24.70,0.02,1.73,45.26,42.7,Industrials
15-11-2025,BDE,125.87,127.16,127.99,123.12,14551862,951121713.9,21.63,0.23,5.88,152.59,109.36,Consumer Staples
15-11-2025,IOU,106.26,105.17,106.75,104.09,5711060,739927413.67,32.26,2.30,3.26,111.48,104.12,Materials
15-11-2025,KEL,203.75,206.56,208.17,199.77,13109963,1102819550.31,9.94,2.25,20.78,239.61,177.64,Real Estate
15-11-2025,HJH,34.68,35.41,36.54,30.78,7046623,235096759.05,13.93,1.46,2.54,38.24,25.14,Utilities
15-11-2025,GII,223.61,223.85,225.55,222.90,1068500,1342906926.45,13.57,1.43,16.5,264.14,192.51,Financials
15-11-2025,IYT,179.01,177.55,182.45,175.08,12463108,1719922866.09,8.60,2.28,20.65,202.41,136.71,Communication Services
16-11-2025,KAS,128.81,125.47,130.42,124.74,2998166,1819706182.92,10.63,1.11,11.8,143.04,122.96,Technology
16-11-2025,ABD,111.98,111.82,114.02,107.25,17155911,789391349.68,15.71,2.28,7.12,130.83,89.46,Healthcare
16-11-2025,JCI,175.30,173.63,178.19,171.80,14016863,1448321877.18,25.81,1.21,6.73,178.84,123.28,Energy
16-11-2025,MBI,48.12,49.73,51.78,46.49,19810830,466059520.02,12.71,1.29,3.91,59.68,35.31,Industrials
16-11-2025,BDE,110.70,107.86,113.66,107.30,11827233,554616155.07,13.49,2.24,8,119.72,102.47,Consumer Staples
16-11-2025,IOU,102.93,102.19,103.79,99.89,3764498,1353272428.98,11.84,0.65,8.63,112.41,97.08,Materials
16-11-2025,KEL,204.58,202.15,205.90,200.06,19713086,2818427590.5,24.96,2.12,8.1,228.43,192.04,Real Estate
16-11-2025,HJH,30.45,32.60,32.74,26.86,9433888,349519308.74,10.85,1.87,3,37.82,24.45,Utilities
16-11-2025,GII,214.61,213.67,215.00,212.60,6139113,3091922072.06,8.85,1.75,24.14,224.35,173.07,Financials
16-11-2025,IYT,185.73,187.46,189.30,184.63,8468384,2603281631.42,16.13,1.04,11.62,215.58,140.59,Communication Services
17-11-2025,KAS,115.08,115.70,115.92,113.27,15728009,608986032.73,25.63,2.04,4.51,121.49,87.93,Technology
17-11-2025,ABD,112.78,114.44,115.50,107.98,18163201,1370732971.84,15.08,2.86,7.59,115.58,99.56,Healthcare
17-11-2025,JCI,163.63,161.95,164.17,160.41,16755142,874524670.09,13.40,2.91,12.09,184.62,139.28,Energy
17-11-2025,MBI,47.93,51.17,51.69,45.04,15409588,740538544.56,11.08,0.33,4.62,53.73,44.52,Industrials
17-11-2025,BDE,123.25,124.25,127.34,122.64,17331226,626009245.65,25.27,1.98,4.92,141.64,100.64,Consumer Staples
17-11-2025,IOU,89.01,90.55,93.24,88.21,11057480,739147340.46,14.96,1.52,6.05,96.89,89.64,Materials
17-11-2025,KEL,203.84,204.62,206.75,200.56,4521614,1972687742.05,26.82,0.44,7.63,235.31,202.57,Real Estate
17-11-2025,HJH,30.85,32.71,33.80,29.48,14638886,236488880.6,10.00,2.49,3.27,34.35,30.42,Utilities
17-11-2025,GII,227.94,227.91,231.14,227.37,6415864,2189954773.42,11.48,2.24,19.85,255.26,161.82,Financials
17-11-2025,IYT,180.32,182.21,185.26,178.91,16323447,1471323606.61,33.04,0.27,5.51,193.14,154.88,Communication Services
18-11-2025,KAS,114.51,110.89,117.68,109.68,11446244,982834134.6,39.80,0.67,2.79,128.63,97.58,Technology
18-11-2025,ABD,122.45,122.42,122.67,120.65,5642024,754370319.67,27.35,2.37,4.48,137.11,117.52,Healthcare
18-11-2025,JCI,161.97,164.43,165.69,157.30,19525919,1933950943.13,8.71,1.01,18.88,179.23,144.7,Energy
18-11-2025,MBI,45.51,47.48,47.75,45.45,19480184,262488773.7,37.10,2.42,1.28,56.03,33.71,Industrials
18-11-2025,BDE,122.40,123.19,127.04,122.33,14886750,919833602.37,19.49,1.31,6.32,135.51,96.09,Consumer Staples
18-11-2025,IOU,96.46,93.36,98.98,93.03,6775922,1106806301.45,28.25,2.80,3.3,98.96,85.89,Materials
18-11-2025,KEL,205.31,203.59,207.26,201.21,19426686,2784434440.16,15.62,1.01,13.03,230.06,191.37,Real Estate
18-11-2025,HJH,42.01,46.26,46.73,39.68,2361318,335604096.41,23.31,1.50,1.98,51.81,42.56,Utilities
18-11-2025,GII,225.05,225.18,227.81,221.30,2419797,1503360190.63,38.81,2.02,5.8,258.96,189.15,Financials
18-11-2025,IYT,190.78,188.91,195.69,187.42,16605503,1978974251.74,25.87,0.31,7.3,192.69,164.35,Communication Services
19-11-2025,KAS,123.61,122.04,124.78,121.42,14069272,1122155022,38.87,0.90,3.14,130.58,109.84,Technology
19-11-2025,ABD,127.67,129.92,130.78,122.84,13239087,1841447156.87,20.67,0.13,6.29,146.81,100.04,Healthcare
